hostname,pl_name,pl_rade,pl_orbsmax,pl_eqt,st_teff,st_rad,st_mass,is_habitable
Kepler-970,Kepler-970 b,2.94,0.1139,510.0,4608.0,0.716,0.702,0
Kepler-121,Kepler-121 b,2.47,0.0389,1008.0,5316.0,0.719,0.774,0
Kepler-622,Kepler-622 b,1.64,0.0909,369.0,3679.0,0.47,0.49,0
Kepler-619,Kepler-619 b,3.0,0.062,1072.0,6119.0,0.98,1.07,0
Kepler-520,Kepler-520 b,1.78,0.144,711.0,6023.0,1.031,1.027,0
Kepler-500,Kepler-500 b,2.57,0.0846,906.0,5934.0,1.013,1.116,0
Kepler-164,Kepler-164 d,2.46,0.1897,687.0,6353.0,1.139,1.076,0
Kepler-954,Kepler-954 b,2.2,0.115,534.0,4907.0,0.7,0.711,0
Kepler-1457,Kepler-1457 b,1.6,0.2668,478.0,5968.0,0.881,0.97,0
Kepler-969,Kepler-969 b,2.35,0.1943,522.0,5346.0,0.952,0.835,0
Kepler-1421,Kepler-1421 b,0.71,0.076,1142.0,6528.0,1.2,1.21,0
Kepler-1024,Kepler-1024 b,3.77,0.3022,376.0,5387.0,0.755,0.84,0
Kepler-1018,Kepler-1018 b,3.28,0.253,498.0,5393.0,1.11,0.895,0
Kepler-301,Kepler-301 b,1.33,0.0355,1278.0,5814.0,0.881,0.944,0
Kepler-192,Kepler-192 d,0.89,0.0654,862.0,5543.0,0.813,0.891,0
Kepler-1083,Kepler-1083 b,3.22,0.1898,449.0,5142.0,0.745,0.825,0
Kepler-113,Kepler-113 c,2.47,0.076,627.0,4725.0,0.687,0.745,0
Kepler-1449,Kepler-1449 b,1.72,0.1176,867.0,6269.0,1.155,1.237,0
Kepler-371,Kepler-371 b,1.75,0.1938,554.0,5670.0,0.95,0.802,0
Kepler-302,Kepler-302 b,2.88,0.1878,568.0,5938.0,0.883,0.966,0
Kepler-1538,Kepler-1538 b,2.94,0.6344,361.0,6210.0,1.1,1.106,0
Kepler-1339,Kepler-1339 b,1.08,0.0233,1967.0,5738.0,1.407,0.938,0
Kepler-1698,Kepler-1698 b,0.99,0.0203,1351.0,5014.0,0.756,0.756,0
K2-322,K2-322 b,1.92,0.0594,635.0,4141.0,0.602,0.63,0
Kepler-154,Kepler-154 e,1.29,0.0474,1097.0,5937.0,0.832,0.916,0
Kepler-171,Kepler-171 b,2.74,0.0492,1053.0,5456.0,0.943,0.914,0
Kepler-327,Kepler-327 b,1.11,0.0293,682.0,3716.0,0.506,0.513,0
Kepler-1398,Kepler-1398 b,0.77,0.039,1382.0,6245.0,0.981,1.015,0
Kepler-95,Kepler-95 b,3.13,0.1026,934.0,5699.0,1.415,1.084,0
Kepler-758,Kepler-758 d,2.01,0.1582,863.0,6692.0,1.351,1.261,0
Kepler-1073,Kepler-1073 b,1.95,0.0802,816.0,5741.0,0.833,0.91,0
Kepler-1967,Kepler-1967 b,1.85,0.0735,1087.0,4970.0,1.806,0.996,0
Kepler-169,Kepler-169 c,1.47,0.0626,884.0,5173.0,0.939,0.85,0
Kepler-664,Kepler-664 b,2.75,0.0374,1406.0,6031.0,1.046,1.095,0
Kepler-886,Kepler-886 b,1.36,0.0671,1098.0,6334.0,1.037,1.026,0
Kepler-1851,Kepler-1851 b,3.28,0.1016,776.0,5982.0,0.879,0.967,0
CoRoT-35,CoRoT-35 b,18.83108758,0.0429,1747.0,6390.0,1.65,1.01,0
Kepler-483,Kepler-483 b,3.49,0.2072,755.0,6325.0,1.518,1.296,0
Kepler-887,Kepler-887 b,1.62,0.1543,781.0,6422.0,1.173,1.175,0
Kepler-580,Kepler-580 b,2.28,0.0665,512.0,4003.0,0.56,0.58,0
Kepler-114,Kepler-114 c,1.6,0.07,623.0,4619.0,0.654,0.709,0
K2-154,K2-154 b,1.99,0.0405,715.0,4097.0,0.63,0.65,0
Kepler-407,Kepler-407 b,1.21,0.0152,2079.0,5626.0,1.067,1.051,0
Kepler-20,Kepler-20 b,1.868,0.0463,1105.0,5495.0,0.9639,0.948,0
Kepler-197,Kepler-197 e,0.89,0.1638,693.0,6004.0,1.12,0.922,0
Kepler-582,Kepler-582 b,3.39,0.1254,603.0,5289.0,0.838,0.769,0
Kepler-177,Kepler-177 c,7.1,0.271,542.0,6197.0,1.07,1.09,0
Kepler-511,Kepler-511 b,7.18,0.9045,322.0,5951.0,1.357,1.121,0
Kepler-1342,Kepler-1342 b,1.64,0.0313,1282.0,5417.0,0.901,0.83,0
Kepler-1429,Kepler-1429 b,1.19,0.0549,1188.0,6210.0,1.033,1.093,0
Kepler-404,Kepler-404 b,1.3,0.099,712.0,5612.0,0.82,0.925,0
Kepler-359,Kepler-359 c,5.15,0.3015,507.0,6210.0,1.033,1.093,0
Kepler-106,Kepler-106 c,2.35,0.1093,796.0,5881.0,1.029,0.944,0
Kepler-245,Kepler-245 e,1.92,0.0397,1088.0,5257.0,0.874,0.804,0
Kepler-1162,Kepler-1162 c,1.79,0.2892,418.0,5575.0,0.834,0.917,0
Kepler-1612,Kepler-1612 b,0.88,0.0468,1019.0,5543.0,0.813,0.891,0
Kepler-1471,Kepler-1471 c,1.46,0.0929,784.0,5881.0,0.848,0.794,0
Kepler-286,Kepler-286 e,1.81,0.1723,539.0,5576.0,0.829,0.8,0
Kepler-574,Kepler-574 b,2.7,0.074,861.0,5666.0,0.88,0.917,0
Kepler-379,Kepler-379 b,1.44,0.1492,765.0,6273.0,1.139,1.092,0
Kepler-1053,Kepler-1053 b,0.86,0.03,815.0,4286.0,0.558,0.59,0
Kepler-983,Kepler-983 b,2.4,0.3148,485.0,6028.0,1.047,1.149,0
Kepler-1436,Kepler-1436 b,1.26,0.0881,943.0,6198.0,1.048,0.969,0
Kepler-409,Kepler-409 b,0.98,0.3198,402.0,5460.0,0.893,0.918,0
Kepler-181,Kepler-181 b,1.33,0.0395,1031.0,5324.0,0.761,0.84,0
Kepler-1322,Kepler-1322 b,1.52,0.0183,1666.0,5704.0,0.804,0.897,0
Kepler-305,Kepler-305 e,1.83,0.0389,1023.0,5106.0,0.803,0.763,0
Kepler-106,Kepler-106 b,0.85,0.0646,1035.0,5881.0,1.029,0.944,0
Kepler-738,Kepler-738 b,2.31,0.1548,531.0,5465.0,0.75,0.817,0
Kepler-133,Kepler-133 b,1.87,0.0791,1073.0,5588.0,1.498,0.998,0
Kepler-1378,Kepler-1378 b,2.14,0.0885,525.0,4359.0,0.659,0.648,0
Kepler-219,Kepler-219 c,3.21,0.1647,725.0,5778.0,1.332,1.154,0
Kepler-126,Kepler-126 c,1.79,0.159,765.0,6164.0,1.26,1.11,0
Kepler-244,Kepler-244 c,2.0,0.0857,751.0,5565.0,0.802,0.879,0
Kepler-33,Kepler-33 b,1.85,0.0643,1336.0,5900.0,1.694,1.1,0
Kepler-341,Kepler-341 c,1.73,0.0784,948.0,6008.0,1.003,1.0,0
Kepler-696,Kepler-696 b,6.73,0.0535,1265.0,6067.0,1.196,1.162,0
Kepler-977,Kepler-977 b,2.76,0.162,544.0,5329.0,0.869,0.786,0
Kepler-184,Kepler-184 b,2.42,0.0907,785.0,5783.0,0.86,0.869,0
Kepler-498,Kepler-498 b,3.0,0.088,923.0,5945.0,1.09,0.98,0
Kepler-1315,Kepler-1315 c,1.83,0.064,777.0,4818.0,0.856,0.809,0
Kepler-782,Kepler-782 b,3.73,0.5692,390.0,6126.0,1.186,0.976,0
Kepler-1401,Kepler-1401 b,1.37,0.0975,808.0,6038.0,0.898,0.982,0
Kepler-48,Kepler-48 b,2.14,0.053,937.0,5190.0,0.888,0.883,0
Kepler-59,Kepler-59 b,1.02,0.1042,866.0,6305.0,1.011,1.066,0
Kepler-39,Kepler-39 b,13.9,0.164,897.0,6350.0,1.4,1.29,0
K2-192,K2-192 b,1.52,0.049,939.0,5222.0,0.81,0.9,0
Kepler-1236,Kepler-1236 b,1.92,0.1799,487.0,5422.0,0.746,0.805,0
Kepler-387,Kepler-387 b,1.01,0.0658,994.0,5772.0,1.003,0.824,0
Kepler-1899,Kepler-1899 b,1.64,0.0457,851.0,4791.0,0.742,0.759,0
Kepler-1175,Kepler-1175 b,3.01,0.2183,516.0,5870.0,0.867,0.959,0
Kepler-120,Kepler-120 b,2.06,0.0561,576.0,4096.0,0.57,0.59,0
Kepler-69,Kepler-69 b,2.28,0.1048,746.0,5637.0,0.943,0.813,0
Kepler-1513,Kepler-1513 b,9.16,0.5416,346.0,5650.0,1.044,0.818,0
Kepler-1462,Kepler-1462 b,3.16,0.3094,390.0,5436.0,0.819,0.919,0
Kepler-1308,Kepler-1308 b,0.52,0.0227,586.0,3410.0,0.345,0.35,0
Kepler-1622,Kepler-1622 b,1.15,0.1006,980.0,6461.0,1.19,1.157,0
Kepler-211,Kepler-211 c,2.53,0.0634,1147.0,5244.0,1.56,0.929,0
Kepler-1512,Kepler-1512 b,1.24,0.1294,474.0,4623.0,0.698,0.696,0
Kepler-1542,Kepler-1542 c,0.83,0.0379,1417.0,5731.0,1.19,0.866,0
Kepler-247,Kepler-247 c,3.8,0.08,643.0,5010.0,0.68,0.773,0
Kepler-203,Kepler-203 c,2.14,0.0603,1034.0,5949.0,0.937,1.013,0
Kepler-1710,Kepler-1710 b,2.54,0.1167,676.0,5653.0,0.857,0.952,0
Kepler-739,Kepler-739 b,3.37,0.1054,775.0,5997.0,0.904,0.991,0
Kepler-214,Kepler-214 b,1.92,0.1242,785.0,6332.0,0.981,1.041,0
Kepler-1038,Kepler-1038 c,1.17,0.068,805.0,5463.0,0.759,0.828,0
Kepler-149,Kepler-149 b,7.23,0.18,700.0,5363.0,1.58,0.909,0
Kepler-936,Kepler-936 b,1.92,0.0954,867.0,5610.0,1.171,1.034,0
Kepler-825,Kepler-825 b,1.29,0.0453,1270.0,6224.0,0.969,0.868,0
Kepler-1928,Kepler-1928 b,2.41,0.1366,755.0,5839.0,1.173,0.887,0
Kepler-654,Kepler-654 b,3.04,0.1211,996.0,6106.0,1.656,1.256,0
Kepler-1223,Kepler-1223 b,1.54,0.1186,557.0,4873.0,0.796,0.836,0
Kepler-1573,Kepler-1573 b,1.15,0.0364,1378.0,6088.0,0.958,0.934,0
Kepler-265,Kepler-265 e,2.51,0.341,493.0,6315.0,1.07,1.15,0
Kepler-1087,Kepler-1087 b,0.83,0.0148,2161.0,5457.0,1.196,0.903,0
Kepler-288,Kepler-288 c,3.03,0.1375,728.0,5918.0,1.068,0.931,0
Kepler-990,Kepler-990 b,2.25,0.089,847.0,5953.0,0.926,0.957,0
Kepler-352,Kepler-352 b,0.89,0.0856,685.0,5238.0,0.752,0.836,0
Kepler-1689,Kepler-1689 b,0.84,0.0791,909.0,5798.0,0.999,0.916,0
Kepler-281,Kepler-281 d,4.52,0.5456,321.0,5717.0,0.884,0.984,0
Kepler-1919,Kepler-1919 b,2.33,0.2107,479.0,5513.0,0.818,0.868,0
Kepler-431,Kepler-431 b,0.97,0.0725,1337.0,6293.0,1.682,1.1,0
Kepler-1291,Kepler-1291 b,1.43,0.0779,739.0,5352.0,0.764,0.857,0
Kepler-399,Kepler-399 b,1.01,0.1034,623.0,5500.0,0.682,0.707,0
Kepler-375,Kepler-375 c,2.3,0.143,637.0,5826.0,0.88,0.985,0
Kepler-701,Kepler-701 b,3.09,0.0895,777.0,5501.0,0.918,0.891,0
Kepler-849,Kepler-849 b,8.26,1.1084,337.0,5858.0,1.886,1.164,0
Kepler-940,Kepler-940 b,3.5,0.305,478.0,6095.0,0.96,1.063,0
Kepler-569,Kepler-569 b,3.06,0.2067,544.0,5851.0,0.918,1.007,0
Kepler-656,Kepler-656 c,1.41,0.0602,975.0,5550.0,0.954,1.05,0
Kepler-1519,Kepler-1519 b,6.84,0.7509,283.0,5911.0,0.887,0.972,0
Kepler-811,Kepler-811 b,2.16,0.162,630.0,5956.0,0.93,1.018,0
Kepler-1914,Kepler-1914 b,2.76,0.1954,585.0,5982.0,0.96,1.047,0
Kepler-233,Kepler-233 b,2.71,0.0778,752.0,5354.0,0.788,0.884,0
Kepler-341,Kepler-341 e,2.01,0.239,544.0,6000.0,1.01,1.012,0
Kepler-106,Kepler-106 d,0.93,0.163,653.0,5865.0,1.04,1.002,0
Kepler-948,Kepler-948 b,1.79,0.0743,900.0,5798.0,0.92,0.906,0
Kepler-1743,Kepler-1743 b,1.78,0.0814,1258.0,5720.0,2.024,1.23,0
Kepler-611,Kepler-611 b,2.04,0.0351,1513.0,5573.0,1.329,0.968,0
Kepler-226,Kepler-226 c,2.7,0.0575,918.0,5559.0,0.806,0.883,0
Kepler-1299,Kepler-1299 b,2.42,0.1357,588.0,5623.0,0.763,0.853,0
Kepler-1589,Kepler-1589 b,0.92,0.0203,1919.0,6108.0,1.03,1.132,0
Kepler-1481,Kepler-1481 b,1.23,0.059,797.0,4891.0,0.805,0.776,0
Kepler-1010,Kepler-1010 b,2.44,0.193,477.0,5083.0,0.872,0.815,0
Kepler-334,Kepler-334 c,1.48,0.109,815.0,6095.0,1.0,1.06,0
Kepler-362,Kepler-362 c,1.68,0.2054,479.0,5776.0,0.726,0.807,0
Kepler-58,Kepler-58 d,3.31,0.2307,583.0,6100.0,1.083,1.017,0
Kepler-1639,Kepler-1639 b,2.64,0.0932,1003.0,6477.0,1.148,1.102,0
Kepler-1346,Kepler-1346 b,1.34,0.044,1236.0,6177.0,0.906,0.982,0
Kepler-801,Kepler-801 b,1.55,0.0793,419.0,3822.0,0.49,0.51,0
Kepler-873,Kepler-873 b,3.32,0.1568,753.0,6343.0,1.137,1.213,0
Kepler-190,Kepler-190 c,1.63,0.0444,948.0,5103.0,0.787,0.823,0
Kepler-54,Kepler-54 b,2.33,0.0618,453.0,3726.0,0.47,0.49,0
Kepler-1521,Kepler-1521 b,6.46,0.2579,616.0,5089.0,1.945,1.029,0
Kepler-87,Kepler-87 b,6.2,0.455,345.0,5723.0,0.85,0.956,0
Kepler-1591,Kepler-1591 b,0.95,0.0794,892.0,5984.0,0.906,0.993,0
Kepler-1237,Kepler-1237 b,2.8,0.3778,366.0,5418.0,0.888,1.005,0
Kepler-304,Kepler-304 d,2.4,0.078,617.0,4779.0,0.67,0.687,0
Kepler-640,Kepler-640 b,2.73,0.1602,631.0,5749.0,0.991,1.104,0
Kepler-534,Kepler-534 b,2.36,0.128,748.0,5935.0,1.044,1.094,0
Kepler-1600,Kepler-1600 c,1.75,0.0719,794.0,5303.0,0.828,0.929,0
Kepler-238,Kepler-238 b,1.05,0.0326,1404.0,5858.0,0.963,1.056,0
Kepler-105,Kepler-105 b,3.28,0.0621,1306.0,6391.0,1.332,1.085,0
Kepler-1253,Kepler-1253 b,1.25,0.3094,478.0,5995.0,1.011,0.832,0
Kepler-1986,Kepler-1986 b,1.69,0.1305,578.0,5548.0,0.729,0.776,0
Kepler-588,Kepler-588 b,2.59,0.052,1177.0,6123.0,0.987,1.053,0
Kepler-1148,Kepler-1148 b,1.6,0.0188,1397.0,5002.0,0.753,0.723,0
Kepler-683,Kepler-683 b,2.06,0.0355,1332.0,5519.0,1.062,0.921,0
Kepler-1634,Kepler-1634 b,4.92,1.0525,282.0,5636.0,1.354,1.103,0
Kepler-1781,Kepler-1781 b,2.45,0.0574,1003.0,5568.0,0.957,1.053,0
Kepler-1557,Kepler-1557 b,1.35,0.0486,1265.0,6225.0,1.031,1.091,0
Kepler-768,Kepler-768 b,1.67,0.092,618.0,4983.0,0.728,0.836,0
Kepler-1903,Kepler-1903 b,1.78,0.1327,775.0,6363.0,1.012,1.065,0
Kepler-837,Kepler-837 b,2.71,0.1144,702.0,5818.0,0.855,0.727,0
Kepler-1960,Kepler-1960 b,0.97,0.0351,1524.0,6363.0,1.035,1.083,0
Kepler-1863,Kepler-1863 b,1.48,0.2438,590.0,6112.0,1.168,0.953,0
K2-241,K2-241 b,2.55,0.1567,507.0,5262.0,0.75,0.71,0
Kepler-217,Kepler-217 d,1.14,0.0545,1533.0,6765.0,1.439,1.426,0
Kepler-232,Kepler-232 b,3.25,0.0529,1104.0,5714.0,1.015,1.007,0
Kepler-1754,Kepler-1754 b,2.2,0.0718,672.0,4723.0,0.747,0.734,0
Kepler-1697,Kepler-1697 b,2.13,0.2008,630.0,4928.0,1.688,0.962,0
Kepler-1328,Kepler-1328 b,0.94,0.0535,1081.0,5941.0,0.911,1.001,0
Kepler-19,Kepler-19 b,2.1,0.0835,762.0,5546.0,0.81,0.907,0
Kepler-146,Kepler-146 c,2.91,0.3521,474.0,6197.0,1.06,0.986,0
Kepler-710,Kepler-710 b,1.6,0.0487,985.0,5666.0,0.756,0.813,0
Kepler-1665,Kepler-1665 b,2.31,0.0928,655.0,5098.0,0.787,0.746,0
G 9-40,G 9-40 b,1.9,0.0418,440.6,3395.0,0.3026,0.2952,0
Kepler-284,Kepler-284 b,2.62,0.1019,686.0,5291.0,0.882,0.875,0
Kepler-1046,Kepler-1046 b,2.05,0.1167,786.0,5931.0,1.053,1.023,0
Kepler-170,Kepler-170 b,3.05,0.08,899.0,5674.0,1.032,1.086,0
Kepler-1636,Kepler-1636 b,3.2,1.1546,248.0,5977.0,1.022,1.133,0
Kepler-260,Kepler-260 b,2.04,0.077,791.0,5250.0,0.9,0.9,0
Kepler-1845,Kepler-1845 b,2.21,0.0921,606.0,4960.0,0.707,0.786,0
Kepler-1742,Kepler-1742 b,1.95,0.2583,462.0,5767.0,0.851,0.937,0
Kepler-23,Kepler-23 c,3.69,0.101,1166.0,6142.0,1.87,1.19,0
Kepler-1667,Kepler-1667 b,4.2,0.388,515.0,6188.0,1.38,1.12,0
Kepler-1304,Kepler-1304 b,2.31,0.1138,627.0,5295.0,0.821,0.756,0
Kepler-1575,Kepler-1575 b,1.33,0.0366,1312.0,5970.0,0.908,0.996,0
Kepler-598,Kepler-598 c,2.68,0.363,365.0,5245.0,0.903,0.854,0
Kepler-1681,Kepler-1681 b,2.1,0.321,398.0,5584.0,0.84,0.9,0
Kepler-57,Kepler-57 b,2.91,0.06,853.0,5324.0,0.791,0.884,0
Kepler-1537,Kepler-1537 b,2.2,0.0245,1800.0,5305.0,1.449,0.939,0
Kepler-1735,Kepler-1735 b,1.06,0.063,519.0,4072.0,0.526,0.55,0
Kepler-949,Kepler-949 c,3.72,0.1394,582.0,5211.0,0.895,0.817,0
Kepler-372,Kepler-372 c,2.63,0.1512,755.0,6056.0,1.209,1.147,0
Kepler-717,Kepler-717 b,2.73,0.052,1139.0,6007.0,0.961,0.968,0
Kepler-478,Kepler-478 b,2.74,0.102,651.0,5221.0,0.814,0.815,0
Kepler-417,Kepler-417 c,2.7,0.1194,616.0,5376.0,0.806,0.897,0
Kepler-174,Kepler-174 c,1.47,0.206,347.0,4565.0,0.61,0.602,0
Kepler-403,Kepler-403 c,1.43,0.29,525.0,6086.0,1.111,1.102,0
Kepler-369,Kepler-369 c,1.32,0.0894,339.0,3591.0,0.41,0.43,0
Kepler-154,Kepler-154 d,4.04,0.1415,657.0,5688.0,0.971,0.895,0
Kepler-835,Kepler-835 b,2.91,0.107,918.0,6299.0,1.167,1.249,0
Kepler-1511,Kepler-1511 b,2.28,0.1753,903.0,6602.0,1.685,1.333,0
Kepler-1196,Kepler-1196 b,2.0,0.321,437.0,5900.0,0.9,1.0,0
Kepler-1554,Kepler-1554 b,2.74,0.6259,266.0,5462.0,0.764,0.833,0
Kepler-769,Kepler-769 c,1.48,0.1272,773.0,6225.0,1.009,1.07,0
K2-208,K2-208 b,1.67462172,0.04878,1122.0,5500.0,0.872,0.881,0
Kepler-1664,Kepler-1664 b,2.75,0.1189,810.0,5914.0,1.146,1.081,0
Kepler-1762,Kepler-1762 b,2.7,0.2,694.0,6530.0,1.16,1.22,0
Kepler-1371,Kepler-1371 c,0.67,0.029,1330.0,5464.0,0.88,0.84,0
Kepler-1280,Kepler-1280 b,1.66,0.3314,513.0,6273.0,1.139,1.092,0
Kepler-1582,Kepler-1582 b,0.77,0.0285,321.0,3089.0,0.158,0.132,0
KELT-21,KELT-21 b,17.777474,0.05224,2051.0,7598.0,1.638,1.458,0
Kepler-150,Kepler-150 d,2.88,0.1045,772.0,5862.0,0.931,0.963,0
Kepler-217,Kepler-217 c,1.84,0.0856,1208.0,6167.0,1.689,1.135,0
Kepler-42,Kepler-42 c,0.92,0.0058,733.0,3068.0,0.17,0.13,0
Kepler-1353,Kepler-1353 b,2.03,0.153,491.0,4852.0,0.804,0.778,0
Kepler-197,Kepler-197 c,1.44,0.0898,930.0,6003.0,1.109,0.902,0
Kepler-899,Kepler-899 b,2.57,0.1392,640.0,5767.0,0.881,0.979,0
Kepler-1910,Kepler-1910 b,0.86,0.052,599.0,4201.0,0.544,0.572,0
Kepler-1210,Kepler-1210 b,1.55,0.078,868.0,5791.0,0.9,0.957,0
KOI-4777,KOI-4777.01,0.42,0.0113,746.0,3396.0,0.28,0.28,0
Kepler-1022,Kepler-1022 b,2.02,0.0805,512.0,4302.0,0.586,0.573,0
Kepler-1434,Kepler-1434 b,1.09,0.084,1205.0,6354.0,1.55,1.23,0
K2-193,K2-193 b,3.95,0.1184,739.0,5817.0,0.98,1.01,0
Kepler-1255,Kepler-1255 b,1.98,0.221,584.0,6180.0,1.02,1.1,0
Kepler-1411,Kepler-1411 b,3.24,0.3998,444.0,6167.0,1.064,1.149,0
Kepler-1770,Kepler-1770 b,2.95,0.1261,699.0,5602.0,1.009,0.941,0
Kepler-209,Kepler-209 b,3.32,0.122,697.0,5524.0,1.0,0.931,0
Kepler-1485,Kepler-1485 b,1.42,0.1476,726.0,6053.0,1.09,1.074,0
TOI-5786,TOI-5786 b,8.54,0.114,1040.0,6235.0,1.36,1.23,0
Kepler-712,Kepler-712 c,4.48,0.6676,244.0,5330.0,0.718,0.77,0
Kepler-1072,Kepler-1072 b,1.68,0.0269,1849.0,5821.0,1.395,1.054,0
Kepler-373,Kepler-373 b,1.75,0.0601,1054.0,5588.0,1.1,0.946,0
Kepler-200,Kepler-200 b,2.92,0.0832,1046.0,6053.0,1.277,1.038,0
Kepler-1238,Kepler-1238 b,1.57,0.0546,1309.0,6337.0,1.198,1.26,0
Kepler-777,Kepler-777 b,1.51,0.0526,590.0,4065.0,0.57,0.59,0
Kepler-1398,Kepler-1398 c,0.85,0.052,1243.0,6263.0,1.05,1.12,0
Kepler-595,Kepler-595 b,3.95,0.1582,535.0,5121.0,0.888,0.822,0
Kepler-1064,Kepler-1064 b,1.26,0.1126,537.0,5094.0,0.644,0.694,0
Kepler-1815,Kepler-1815 b,2.46,0.0984,763.0,5516.0,0.967,0.856,0
Kepler-911,Kepler-911 b,2.53,0.1586,942.0,6081.0,1.954,1.294,0
Kepler-185,Kepler-185 b,1.16,0.0254,1282.0,5205.0,0.792,0.815,0
Kepler-1011,Kepler-1011 b,3.14,0.0633,920.0,5445.0,0.929,1.017,0
Kepler-1204,Kepler-1204 b,3.14,0.3877,448.0,6096.0,1.077,1.054,0
Kepler-145,Kepler-145 c,3.83,0.2627,719.0,6144.0,1.85,1.319,0
Kepler-779,Kepler-779 b,0.83,0.0537,428.0,3555.0,0.4,0.41,0
Kepler-553,Kepler-553 b,4.86,0.0488,1051.0,5551.0,0.899,0.952,0
Kepler-946,Kepler-946 b,1.78,0.0997,770.0,5945.0,0.859,0.947,0
Kepler-156,Kepler-156 b,2.46,0.0536,867.0,5097.0,0.797,0.829,0
Kepler-85,Kepler-85 c,1.92,0.1046,725.0,5695.0,0.872,0.971,0
K2-139,K2-139 b,9.11,0.1796,524.0,5370.0,0.88,0.96,0
Kepler-366,Kepler-366 c,1.7,0.109,830.0,6188.0,1.01,1.1,0
Kepler-250,Kepler-250 c,2.47,0.0675,782.0,5029.0,0.838,0.798,0
Kepler-239,Kepler-239 b,2.36,0.0939,614.0,4980.0,0.734,0.801,0
Kepler-605,Kepler-605 c,0.8,0.0337,1183.0,5438.0,0.82,0.92,0
Kepler-207,Kepler-207 b,1.09,0.0275,1712.0,6110.0,1.109,1.065,0
Kepler-206,Kepler-206 c,1.85,0.1084,825.0,5762.0,1.143,0.982,0
Kepler-1550,Kepler-1550 b,2.65,0.7333,312.0,6184.0,0.959,1.031,0
Kepler-529,Kepler-529 b,1.5,0.0306,1483.0,6248.0,0.886,0.977,0
Kepler-81,Kepler-81 b,2.33,0.0554,635.0,4261.0,0.633,0.64,0
Kepler-282,Kepler-282 b,1.02,0.0796,817.0,5600.0,0.872,0.793,0
Kepler-130,Kepler-130 c,2.85,0.1745,660.0,5884.0,1.127,0.934,0
Kepler-310,Kepler-310 b,1.4,0.1116,665.0,5497.0,0.839,0.952,0
Kepler-1741,Kepler-1741 b,1.17,0.0301,640.0,3712.0,0.46,0.48,0
Kepler-797,Kepler-797 b,1.94,0.1656,554.0,5589.0,0.836,0.825,0
Kepler-1107,Kepler-1107 b,1.31,0.012,1791.0,5099.0,0.76,0.751,0
Kepler-62,Kepler-62 b,1.33,0.0538,737.0,4797.0,0.653,0.637,0
Kepler-321,Kepler-321 b,1.46,0.057,1042.0,5772.0,0.956,1.022,0
Kepler-140,Kepler-140 c,1.54,0.4159,435.0,6167.0,1.064,1.149,0
Kepler-295,Kepler-295 b,1.55,0.0987,741.0,5607.0,0.886,0.8,0
Kepler-216,Kepler-216 b,1.91,0.0785,1003.0,6277.0,1.031,1.085,0
Kepler-357,Kepler-357 b,1.9,0.0626,804.0,5033.0,0.821,0.779,0
Kepler-1193,Kepler-1193 b,1.13,0.0397,1375.0,6072.0,1.047,1.034,0
K2-35,K2-35 c,2.09,0.0564,737.0,4680.0,0.72,0.76,0
Kepler-1385,Kepler-1385 b,0.55,0.039,1187.0,5751.0,0.854,0.945,0
Kepler-1085,Kepler-1085 c,3.12,0.3002,491.0,6063.0,1.012,1.117,0
Kepler-320,Kepler-320 c,1.41,0.1379,777.0,6412.0,1.04,1.084,0
K2-156,K2-156 b,1.15,0.0149,1347.0,4597.0,0.66,0.66,0
Kepler-245,Kepler-245 c,2.32,0.1236,568.0,5103.0,0.787,0.823,0
Kepler-1311,Kepler-1311 c,1.36,0.0368,1671.0,5616.0,1.674,1.032,0
K2-99,K2-99 b,11.73,0.1597,1113.0,6217.0,2.63,1.63,0
Kepler-182,Kepler-182 b,2.73,0.0953,950.0,6215.0,1.145,1.195,0
Kepler-659,Kepler-659 b,2.33,0.1205,516.0,4867.0,0.696,0.753,0
Kepler-561,Kepler-561 c,2.66,0.0593,989.0,5592.0,0.953,0.973,0
Kepler-786,Kepler-786 b,2.39,0.2554,353.0,4744.0,0.725,0.772,0
Kepler-186,Kepler-186 f,1.18,0.3855,177.0,3751.0,0.443,0.452,0
Kepler-1949,Kepler-1949 b,1.36,0.0352,1709.0,6028.0,1.454,1.194,0
Kepler-1130,Kepler-1130 d,0.65,0.0507,993.0,5406.0,0.879,0.947,0
Kepler-1480,Kepler-1480 b,2.97,0.1525,721.0,5312.0,1.445,0.963,0
Kepler-1750,Kepler-1750 b,4.8,0.678,290.0,5803.0,0.87,0.98,0
Kepler-128,Kepler-128 c,1.42,0.1664,846.0,6072.0,1.659,1.184,0
CoRoT-27,CoRoT-27 b,11.287,0.0476,1500.0,5900.0,1.08,1.05,0
Kepler-1348,Kepler-1348 b,1.48,0.1716,570.0,5977.0,0.801,0.887,0
Kepler-1530,Kepler-1530 c,2.4,0.06,1167.0,5678.0,1.303,1.015,0
Kepler-1068,Kepler-1068 b,3.4,0.132,689.0,5805.0,0.95,1.07,0
Kepler-1530,Kepler-1530 b,2.55,0.0371,1484.0,5678.0,1.303,1.015,0
Kepler-565,Kepler-565 b,3.22,0.0501,1061.0,5876.0,0.84,0.926,0
Kepler-245,Kepler-245 d,3.5,0.1995,485.0,5257.0,0.874,0.804,0
Kepler-1723,Kepler-1723 b,3.0,0.231,576.0,6089.0,1.06,1.04,0
Kepler-11,Kepler-11 d,3.2,0.156,653.0,5685.0,1.06,0.984,0
