hostname,pl_name,pl_rade,pl_orbsmax,pl_eqt,st_teff,st_rad,st_mass,is_habitable
Kepler-397,Kepler-397 b,2.51,0.146,527.0,5299.0,0.74,0.844,0
Kepler-523,Kepler-523 b,1.92,0.0606,884.0,5423.0,0.828,0.872,0
Kepler-1224,Kepler-1224 b,1.32,0.1165,872.0,6113.0,1.218,1.194,0
Kepler-758,Kepler-758 c,1.65,0.0597,1404.0,6692.0,1.351,1.261,0
Kepler-189,Kepler-189 c,2.53,0.136,531.0,5220.0,0.72,0.824,0
Kepler-1539,Kepler-1539 b,2.71,0.4777,301.0,5269.0,0.801,0.816,0
Kepler-616,Kepler-616 c,3.96,0.4024,413.0,6004.0,0.977,1.061,0
Kepler-1672,Kepler-1672 b,4.37,0.5726,423.0,5504.0,1.737,1.099,0
Kepler-282,Kepler-282 e,3.1,0.252,538.0,6144.0,0.99,1.082,0
Kepler-1507,Kepler-1507 b,0.81,0.1234,630.0,5428.0,0.853,0.971,0
Kepler-925,Kepler-925 b,2.26,0.1805,394.0,4564.0,0.691,0.683,0
Kepler-1227,Kepler-1227 b,2.11,0.4092,369.0,5632.0,0.904,1.026,0
K2-36,K2-36 c,3.2,0.054,788.0,4916.0,0.718,0.79,0
KOI-1783,KOI-1783.02,4.4,0.8539,290.0,6215.0,0.957,1.027,0
Kepler-222,Kepler-222 b,3.36,0.048,1004.0,5431.0,0.843,0.945,0
K2-246,K2-246 b,3.49,0.0602,977.0,5610.0,0.94,0.87,0
Kepler-1677,Kepler-1677 b,2.31,0.1634,726.0,6215.0,1.145,1.195,0
Kepler-285,Kepler-285 c,1.11,0.0634,847.0,5400.0,0.801,0.895,0
K2-38,K2-38 c,2.42,0.0964,858.0,5757.0,1.1,1.07,0
Kepler-30,Kepler-30 d,8.9,0.5336,308.0,5485.0,0.867,0.986,0
Kepler-270,Kepler-270 b,2.07,0.1045,984.0,6071.0,1.41,1.156,0
Kepler-1478,Kepler-1478 b,1.4,0.1681,598.0,6081.0,0.835,0.929,0
Kepler-1464,Kepler-1464 c,0.89,0.0548,1023.0,5638.0,0.928,0.773,0
Kepler-198,Kepler-198 b,2.7,0.1304,655.0,5569.0,0.927,0.935,0
KIC 9663113,Kepler-458 c,4.24,0.154,798.0,6226.0,1.299,1.129,0
Kepler-172,Kepler-172 d,2.21,0.1132,735.0,5583.0,1.007,0.903,0
Kepler-225,Kepler-225 b,1.36,0.0539,464.0,3682.0,0.44,0.46,0
Kepler-306,Kepler-306 e,2.74,0.2362,437.0,5219.0,0.851,0.871,0
Kepler-1420,Kepler-1420 b,1.32,0.0669,802.0,5280.0,0.794,0.887,0
Kepler-332,Kepler-332 c,1.3,0.1155,619.0,5141.0,0.861,0.801,0
Kepler-23,Kepler-23 b,1.95,0.077,1336.0,6142.0,1.87,1.19,0
Kepler-1245,Kepler-1245 b,1.63,0.0484,1043.0,5455.0,0.909,0.795,0
Kepler-658,Kepler-658 b,1.39,0.0188,871.0,3736.0,0.525,0.533,0
Kepler-166,Kepler-166 d,1.59,0.0246,1313.0,5409.0,0.746,0.835,0
Kepler-1392,Kepler-1392 b,2.2,0.121,664.0,5665.0,0.85,1.04,0
Kepler-1225,Kepler-1225 b,1.82,0.075,1069.0,6369.0,1.09,1.16,0
Kepler-1123,Kepler-1123 b,1.46,0.05,988.0,5520.0,0.82,0.88,0
Kepler-1092,Kepler-1092 b,2.15,0.2996,508.0,6250.0,1.019,1.038,0
Kepler-2000,Kepler-2000 c,1.4,0.1234,354.0,3769.0,0.56,0.59,0
Kepler-1773,Kepler-1773 b,3.44,0.2489,623.0,6183.0,1.3,1.241,0
Kepler-81,Kepler-81 c,1.87,0.0837,428.0,3896.0,0.52,0.54,0
K2-316,K2-316 b,1.33,0.0147,841.0,3436.0,0.379,0.408,0
Kepler-1674,Kepler-1674 b,3.53,0.3008,419.0,5679.0,0.841,0.925,0
Kepler-344,Kepler-344 c,3.19,0.4806,360.0,5774.0,0.958,0.937,0
Kepler-1729,Kepler-1729 b,2.76,0.0419,600.0,3861.0,0.52,0.55,0
Kepler-406,Kepler-406 c,0.76,0.0554,1053.0,5697.0,0.973,1.058,0
Kepler-298,Kepler-298 c,2.26,0.1381,436.0,4549.0,0.652,0.668,0
Kepler-58,Kepler-58 e,1.58,0.0533,1213.0,6100.0,1.083,1.017,0
Kepler-880,Kepler-880 b,2.23,0.084,1271.0,6905.0,1.46,1.35,0
Kepler-800,Kepler-800 b,2.91,0.1107,677.0,5626.0,0.824,0.905,0
Kepler-1829,Kepler-1829 b,2.0,0.054,843.0,5181.0,0.73,0.8,0
Kepler-1849,Kepler-1849 b,1.85,0.257,339.0,4784.0,0.665,0.687,0
K2-90,K2-90 b,2.6,0.096,502.0,4484.0,0.619,0.629,0
Kepler-1143,Kepler-1143 c,3.23,0.6477,234.0,4895.0,0.759,0.817,0
Kepler-1522,Kepler-1522 b,1.56,0.0289,1383.0,5770.0,0.853,0.943,0
Kepler-1203,Kepler-1203 b,1.01,0.011,1262.0,4115.0,0.532,0.557,0
Kepler-480,Kepler-480 b,2.43,0.06,1264.0,6495.0,1.168,1.19,0
EPIC 220674823,EPIC 220674823 c,2.77,0.1071,722.0,5496.0,0.95,0.92,0
Kepler-1321,Kepler-1321 b,6.63,0.0882,547.0,4385.0,0.706,0.736,0
Kepler-661,Kepler-661 b,3.14,0.0591,685.0,4536.0,0.693,0.767,0
Kepler-728,Kepler-728 b,3.2,0.063,982.0,5894.0,0.9,1.005,0
Kepler-1768,Kepler-1768 b,2.54,0.116,705.0,5705.0,0.911,0.902,0
Kepler-757,Kepler-757 b,1.04,0.019,1593.0,5549.0,0.81,0.91,0
Kepler-54,Kepler-54 c,1.33,0.0812,395.0,3726.0,0.47,0.49,0
Kepler-689,Kepler-689 b,2.45,0.1448,544.0,5413.0,0.751,0.807,0
Kepler-50,Kepler-50 c,1.82,0.094,1127.0,6225.0,1.584,1.259,0
Kepler-266,Kepler-266 c,4.75,0.4352,421.0,5529.0,1.294,0.947,0
Kepler-692,Kepler-692 b,3.62,0.1495,639.0,5601.0,0.999,0.934,0
Kepler-293,Kepler-293 b,3.04,0.1424,657.0,5798.0,0.941,1.038,0
Kepler-92,Kepler-92 c,2.31,0.1829,781.0,5862.0,1.67,1.142,0
Kepler-489,Kepler-489 b,7.31,0.1209,538.0,4941.0,0.738,0.79,0
Kepler-1646,Kepler-1646 b,0.97,0.0299,368.0,3227.0,0.2,0.176,0
Kepler-305,Kepler-305 d,2.68,0.1171,590.0,5106.0,0.803,0.763,0
Kepler-449,Kepler-449 b,1.53,0.1027,917.0,5587.0,1.423,0.911,0
Kepler-358,Kepler-358 b,2.91,0.2079,554.0,5910.0,0.94,1.032,0
Kepler-446,Kepler-446 b,2.61,0.0206,727.0,3485.0,0.461,0.472,0
Kepler-154,Kepler-154 f,1.32,0.0871,838.0,5688.0,0.971,0.895,0
Kepler-33,Kepler-33 d,4.77,0.1577,853.0,5900.0,1.694,1.1,0
Kepler-677,Kepler-677 b,5.5,0.069,1030.0,6014.0,1.04,1.01,0
KIC 5437945,KIC 5437945 b,6.7,1.1455,308.0,6340.0,1.393,1.031,0
Kepler-208,Kepler-208 d,1.29,0.1015,992.0,6220.0,1.328,1.123,0
Kepler-104,Kepler-104 b,3.08,0.0928,972.0,5755.0,1.361,0.814,0
Kepler-1551,Kepler-1551 b,2.56,0.1766,714.0,6362.0,1.144,1.221,0
Kepler-176,Kepler-176 b,1.41,0.0568,906.0,5229.0,0.877,0.826,0
Kepler-1222,Kepler-1222 b,0.69,0.0274,1134.0,5166.0,0.678,0.752,0
Kepler-897,Kepler-897 b,2.33,0.077,855.0,5840.0,0.849,0.942,0
Kepler-401,Kepler-401 b,1.79,0.1178,956.0,6347.0,1.373,1.051,0
TOI-1444,TOI-1444 b,1.41792246,0.0116,2130.02,5460.0,0.9105,0.9513,0
K2-115,K2-115 b,11.80305668,0.1415,696.0,5870.0,0.855,0.918,0
Kepler-975,Kepler-975 c,5.99,0.0567,1168.0,4883.0,1.667,0.951,0
Kepler-1331,Kepler-1331 b,0.96,0.0142,1243.0,4258.0,0.622,0.61,0
Kepler-1445,Kepler-1445 b,0.87,0.0949,911.0,6086.0,1.092,1.012,0
Kepler-169,Kepler-169 b,1.3,0.0407,1096.0,5173.0,0.939,0.85,0
Kepler-1808,Kepler-1808 b,2.36,0.1467,602.0,5530.0,0.892,0.773,0
Kepler-1843,Kepler-1843 b,1.92,0.166,770.0,5491.0,1.677,0.932,0
Kepler-242,Kepler-242 b,3.01,0.0735,742.0,5015.0,0.826,0.785,0
Kepler-1284,Kepler-1284 b,1.21,0.014,1603.0,5097.0,0.71,0.782,0
Kepler-1976,Kepler-1976 b,11.88,0.0587,1128.0,6117.0,1.025,1.097,0
Kepler-1241,Kepler-1241 b,2.4,0.132,610.0,5540.0,0.82,0.894,0
Kepler-966,Kepler-966 b,3.93,0.3907,391.0,5620.0,0.974,0.797,0
Kepler-567,Kepler-567 b,2.2,0.115,575.0,5091.0,0.75,0.75,0
Kepler-1234,Kepler-1234 b,2.87,0.0963,634.0,5072.0,0.774,0.835,0
Kepler-956,Kepler-956 b,2.42,0.06,1088.0,6103.0,0.98,1.068,0
Kepler-1326,Kepler-1326 b,3.7,0.261,685.0,6858.0,1.34,1.33,0
Kepler-633,Kepler-633 b,2.18,0.0824,1201.0,6282.0,1.549,1.03,0
Kepler-1763,Kepler-1763 b,0.98,0.0257,1821.0,5897.0,1.259,1.026,0
Kepler-133,Kepler-133 c,2.94,0.1952,683.0,5588.0,1.498,0.998,0
Kepler-201,Kepler-201 c,2.31,0.5752,397.0,6131.0,1.24,1.096,0
Kepler-1985,Kepler-1985 b,2.27,0.0426,1129.0,5370.0,0.966,0.877,0
Kepler-564,Kepler-564 b,4.2,0.046,1068.0,5674.0,0.84,0.943,0
Kepler-1599,Kepler-1599 b,1.83,0.4826,408.0,6003.0,1.144,1.0,0
Kepler-104,Kepler-104 c,3.06,0.1507,763.0,5755.0,1.361,0.814,0
Kepler-1901,Kepler-1901 b,1.16,0.0453,1132.0,5696.0,0.921,1.022,0
Kepler-1422,Kepler-1422 b,2.11,0.1505,857.0,6616.0,1.298,1.31,0
K2-184,K2-184 b,1.55,0.1229,580.0,5220.0,0.78,0.86,0
Kepler-619,Kepler-619 d,4.35,0.1021,830.0,6122.0,0.964,1.041,0
Kepler-1925,Kepler-1925 b,1.63,0.2555,506.0,6003.0,0.932,1.019,0
Kepler-1947,Kepler-1947 b,1.4,0.0711,1298.0,6040.0,1.686,0.984,0
Kepler-329,Kepler-329 b,1.36,0.0601,522.0,4045.0,0.515,0.526,0
Kepler-137,Kepler-137 c,2.15,0.1337,580.0,5343.0,0.809,0.907,0
K2-325,K2-325 b,2.2,0.0419,423.0,3287.0,0.298,0.274,0
Kepler-770,Kepler-770 c,1.01,0.025,1390.0,5552.0,0.81,0.91,0
Kepler-1374,Kepler-1374 b,2.39,0.0918,743.0,5614.0,0.827,0.908,0
Kepler-1254,Kepler-1254 c,1.32,0.0425,954.0,5130.0,0.756,0.79,0
Kepler-195,Kepler-195 c,1.76,0.1971,470.0,5324.0,0.791,0.884,0
Kepler-815,Kepler-815 b,3.47,0.09,1230.0,5124.0,2.67,1.32,0
Kepler-1560,Kepler-1560 b,0.91,0.0397,1270.0,5755.0,0.993,0.909,0
Kepler-553,Kepler-553 c,11.57887706,0.898,251.0,5191.0,0.902,0.889,0
Kepler-255,Kepler-255 c,2.9,0.087,729.0,5463.0,0.8,0.878,0
Kepler-1533,Kepler-1533 b,3.28,0.9625,330.0,6325.0,1.349,1.252,0
Kepler-33,Kepler-33 e,4.1,0.214,759.0,5904.0,1.82,1.295,0
Kepler-1290,Kepler-1290 b,1.65,0.055,1079.0,5969.0,0.92,1.027,0
Kepler-139,Kepler-139 d,1.95,0.0748,992.0,5616.0,1.2,1.044,0
Kepler-416,Kepler-416 c,2.54,0.1038,848.0,5977.0,1.075,0.999,0
K2-357,K2-357 b,3.72,0.145,735.0,5794.0,1.0,0.98,0
Kepler-385,Kepler-385 d,2.46,0.2967,549.0,6308.0,1.153,1.09,0
Kepler-758,Kepler-758 b,2.34,0.1114,1028.0,6692.0,1.351,1.261,0
Kepler-20,Kepler-20 d,2.75,0.3453,369.0,5455.0,0.944,0.912,0
Kepler-167,Kepler-167 b,1.71,0.0482,899.0,4978.0,0.808,0.772,0
Kepler-1864,Kepler-1864 b,0.61,0.048,1194.0,5900.0,1.01,0.991,0
Kepler-230,Kepler-230 b,3.36,0.1889,506.0,5586.0,0.798,0.844,0
Kepler-159,Kepler-159 c,2.89,0.208,335.0,4486.0,0.597,0.628,0
Kepler-992,Kepler-992 b,3.78,0.1423,767.0,5017.0,1.71,0.943,0
Kepler-1267,Kepler-1267 b,2.2,0.1074,699.0,5565.0,0.871,0.974,0
Kepler-251,Kepler-251 e,4.1,0.414,420.0,5870.0,1.09,0.96,0
Kepler-316,Kepler-316 b,1.19,0.0277,815.0,4132.0,0.554,0.561,0
Kepler-1430,Kepler-1430 b,1.49,0.034,1062.0,4647.0,0.91,0.84,0
Kepler-340,Kepler-340 c,5.2,0.201,1361.0,8229.0,2.83,2.09,0
Kepler-125,Kepler-125 c,0.85,0.0513,535.0,3810.0,0.52,0.54,0
Kepler-228,Kepler-228 b,1.56,0.0374,1360.0,6046.0,0.972,1.053,0
Kepler-546,Kepler-546 b,7.43,0.0502,1257.0,5818.0,1.205,0.977,0
Kepler-642,Kepler-642 b,1.99,0.0557,1311.0,6528.0,1.155,1.177,0
Kepler-355,Kepler-355 b,1.59,0.1,841.0,5929.0,1.03,1.09,0
Kepler-1362,Kepler-1362 b,2.35,0.4626,248.0,4648.0,0.675,0.711,1
Kepler-1501,Kepler-1501 b,1.38,0.124,876.0,6425.0,1.186,1.196,0
K2-249,K2-249 b,2.79,0.1151,1061.0,6504.0,1.57,1.32,0
Kepler-401,Kepler-401 c,2.46,0.2606,643.0,6347.0,1.373,1.051,0
WTS-1,WTS-1 b,16.7,0.047,1500.0,6250.0,1.15,1.2,0
Kepler-1894,Kepler-1894 c,1.23,0.0576,1007.0,5772.0,0.901,0.999,0
Kepler-831,Kepler-831 b,1.19,0.0585,980.0,5628.0,0.911,0.846,0
Kepler-394,Kepler-394 c,1.61,0.108,901.0,6398.0,1.101,1.141,0
Kepler-1306,Kepler-1306 b,1.83,0.123,678.0,5495.0,0.961,0.932,0
Kepler-207,Kepler-207 d,2.31,0.0651,1112.0,6110.0,1.109,1.065,0
TOI-1181,TOI-1181 b,16.1966394,0.0364,1942.12,6046.0,1.9322,1.4577,0
Kepler-154,Kepler-154 b,1.97,0.1957,540.0,5937.0,0.832,0.916,0
Kepler-150,Kepler-150 e,2.95,0.1902,572.0,5862.0,0.931,0.963,0
Kepler-996,Kepler-996 b,2.13,0.0474,1272.0,5714.0,1.208,0.999,0
Kepler-749,Kepler-749 b,2.71,0.117,531.0,4922.0,0.7,0.717,0
Kepler-220,Kepler-220 b,0.83,0.0456,805.0,4709.0,0.685,0.731,0
Kepler-1950,Kepler-1950 b,1.15,0.0871,752.0,5455.0,0.852,0.759,0
Kepler-1279,Kepler-1279 b,1.44,0.1633,738.0,6384.0,1.121,1.046,0
OGLE-TR-56,OGLE-TR-56 b,19.436406,0.02453,2482.0,6119.0,1.737,1.339,0
Kepler-740,Kepler-740 b,4.87,0.0462,1131.0,5739.0,0.922,1.021,0
K2-157,K2-157 b,0.935,0.00962,2432.0,5334.0,0.86,0.89,0
Kepler-1498,Kepler-1498 b,1.46,0.2432,452.0,5359.0,0.889,0.828,0
Kepler-1473,Kepler-1473 b,1.15,0.116,783.0,5929.0,1.04,1.0,0
Kepler-224,Kepler-224 c,3.33,0.0586,791.0,5195.0,0.699,0.768,0
Kepler-1063,Kepler-1063 b,1.15,0.1105,694.0,5568.0,0.883,0.907,0
Kepler-1141,Kepler-1141 b,0.97,0.0345,1471.0,5821.0,1.132,0.995,0
Kepler-1240,Kepler-1240 b,1.14,0.0534,1052.0,5658.0,0.948,0.857,0
HAT-P-24,HAT-P-24 b,13.922,0.0465,1637.0,6373.0,1.317,1.191,0
Kepler-1153,Kepler-1153 b,1.94,0.0277,1343.0,5569.0,0.829,0.928,0
Kepler-26,Kepler-26 e,2.98,0.218,322.0,4486.0,0.577,0.634,0
HAT-P-66,HAT-P-66 b,17.82231,0.04363,1896.0,6002.0,1.881,1.255,0
Kepler-843,Kepler-843 b,2.74,0.0313,1523.0,5632.0,1.176,0.965,0
Kepler-708,Kepler-708 b,2.62,0.0426,1221.0,5895.0,0.94,1.026,0
Kepler-114,Kepler-114 d,2.05,0.0835,447.0,3983.0,0.54,0.56,0
Kepler-32,Kepler-32 d,2.17,0.1256,328.0,3731.0,0.498,0.509,0
Kepler-417,Kepler-417 b,2.38,0.103,648.0,5177.0,0.83,0.95,0
Kepler-139,Kepler-139 c,2.81,0.5781,357.0,5616.0,1.2,1.044,0
Kepler-1266,Kepler-1266 c,1.56,0.0531,881.0,5274.0,0.762,0.854,0
K2-233,K2-233 c,1.281,0.06666,790.0,5033.0,0.71,0.79,0
TOI-519,TOI-519 b,11.54525012,0.0159,687.0,3322.0,0.35,0.335,0
Kepler-1627,Kepler-1627 b,3.15,0.0643,794.0,5388.0,0.717,0.681,0
Kepler-11,Kepler-11 b,1.85,0.0903,849.0,5657.0,1.046,0.921,0
Kepler-182,Kepler-182 c,3.28,0.1559,729.0,6246.0,1.092,1.18,0
Kepler-934,Kepler-934 b,2.53,0.2709,420.0,5123.0,0.935,0.853,0
Kepler-953,Kepler-953 b,4.61,0.4,404.0,5689.0,1.039,1.091,0
Kepler-223,Kepler-223 c,1.98,0.088,878.0,5832.0,1.03,0.95,0
Kepler-49,Kepler-49 b,2.23,0.0595,493.0,3816.0,0.51,0.54,0
Kepler-328,Kepler-328 b,3.33,0.219,600.0,6167.0,1.064,1.149,0
Kepler-65,Kepler-65 d,1.76,0.0858,1109.0,6169.0,1.424,1.273,0
Kepler-388,Kepler-388 c,1.06,0.094,507.0,4530.0,0.606,0.635,0
Kepler-1607,Kepler-1607 b,1.09,0.1075,913.0,5771.0,1.382,0.89,0
Kepler-445,Kepler-445 c,1.56,0.0301,341.0,3157.0,0.18,0.153,0
Kepler-1379,Kepler-1379 b,1.24,0.0171,1564.0,5268.0,0.776,0.871,0
Kepler-1547,Kepler-1547 b,0.82,0.0152,2210.0,6103.0,1.024,0.981,0
Kepler-1918,Kepler-1918 b,2.82,0.2524,497.0,5889.0,0.924,0.967,0
Kepler-466,Kepler-466 b,2.89,0.2643,516.0,5803.0,1.073,0.943,0
Kepler-1570,Kepler-1570 b,2.57,0.1784,836.0,5456.0,2.154,1.074,0
Kepler-1388,Kepler-1388 c,2.2,0.0519,566.0,3891.0,0.564,0.605,0
Kepler-295,Kepler-295 c,1.2,0.1408,620.0,5607.0,0.886,0.8,0
Kepler-1921,Kepler-1921 b,2.3,0.1557,968.0,6120.0,2.0,1.251,0
Kepler-1003,Kepler-1003 b,1.5,0.047,1230.0,6114.0,0.98,1.073,0
Kepler-1523,Kepler-1523 b,1.55,0.0189,1796.0,5825.0,0.923,1.019,0
Kepler-1065,Kepler-1065 c,1.29,0.0344,1256.0,5668.0,0.868,0.963,0
Kepler-1443,Kepler-1443 b,0.79,0.0356,1572.0,6379.0,1.111,1.028,0
Kepler-1372,Kepler-1372 b,1.26,0.024,1656.0,5926.0,0.963,1.072,0
Kepler-228,Kepler-228 c,3.02,0.0514,1160.0,6046.0,0.972,1.053,0
Kepler-1009,Kepler-1009 b,1.94,0.081,460.0,4086.0,0.528,0.553,0
K2-259,K2-259 b,2.32,0.1271,795.0,6059.0,1.13,1.14,0
Kepler-663,Kepler-663 b,2.78,0.0559,917.0,5339.0,0.847,0.931,0
Kepler-1289,Kepler-1289 b,1.15,0.077,875.0,5933.0,0.861,0.95,0
Kepler-799,Kepler-799 c,2.02,0.121,730.0,5976.0,0.93,1.03,0
Kepler-1200,Kepler-1200 b,1.05,0.0189,1182.0,4493.0,0.672,0.72,0
Kepler-765,Kepler-765 b,2.29,0.1754,641.0,6036.0,1.017,0.939,0
Kepler-1015,Kepler-1015 b,3.0,0.135,932.0,6716.0,1.34,1.28,0
Kepler-365,Kepler-365 b,1.76,0.0961,865.0,6014.0,1.021,1.037,0
Kepler-1945,Kepler-1945 b,1.05,0.0597,808.0,4991.0,0.804,0.767,0
Kepler-1902,Kepler-1902 b,1.05,0.0385,601.0,3729.0,0.514,0.52,0
TOI-6448,TOI-6448 b,8.47398941,0.131,745.0,5910.0,0.897,1.03,0
Kepler-1826,Kepler-1826 b,1.18,0.0215,810.0,3815.0,0.498,0.505,0
Kepler-326,Kepler-326 d,2.43,0.0685,1104.0,5192.0,1.593,0.933,0
Kepler-792,Kepler-792 b,1.69,0.098,826.0,5919.0,0.98,0.98,0
Kepler-112,Kepler-112 b,2.72,0.0741,914.0,5763.0,0.957,0.766,0
Kepler-1151,Kepler-1151 b,2.49,0.3007,456.0,5788.0,0.96,0.841,0
Kepler-1544,Kepler-1544 b,1.69,0.5459,241.0,4798.0,0.707,0.771,1
Kepler-1686,Kepler-1686 b,1.21,0.0866,913.0,5806.0,1.101,0.996,0
Kepler-1777,Kepler-1777 b,6.0,0.115,1146.0,6286.0,1.97,1.35,0
Kepler-631,Kepler-631 b,2.18,0.133,769.0,6397.0,0.989,0.968,0
Kepler-1907,Kepler-1907 c,9.05,0.1076,621.0,5159.0,0.8,0.752,0
Kepler-1926,Kepler-1926 b,2.77,0.2197,451.0,5256.0,0.832,0.768,0
Kepler-1598,Kepler-1598 b,0.94,0.0527,1236.0,6164.0,1.09,1.032,0
K2-195,K2-195 b,3.13,0.1208,720.0,5713.0,0.99,0.94,0
Kepler-1121,Kepler-1121 b,1.7,0.1154,987.0,6331.0,1.442,1.185,0
Kepler-625,Kepler-625 b,2.17,0.0807,977.0,6077.0,1.072,1.165,0
Kepler-1045,Kepler-1045 b,2.45,0.1616,512.0,5448.0,0.734,0.815,0
Kepler-1592,Kepler-1592 b,0.99,0.04,1202.0,6021.0,0.819,0.922,0
Kepler-80,Kepler-80 f,1.0,0.0163,1054.0,4040.0,0.57,0.59,0
Kepler-828,Kepler-828 b,1.41,0.012,1707.0,5070.0,0.699,0.781,0
Kepler-1996,Kepler-1996 c,2.81,0.3608,276.0,4580.0,0.675,0.748,0
Kepler-667,Kepler-667 b,5.73,0.2288,516.0,5468.0,1.046,0.93,0
Kepler-240,Kepler-240 b,1.48,0.0461,864.0,4768.0,0.779,0.759,0
Kepler-1334,Kepler-1334 b,2.18,0.1229,710.0,5896.0,0.916,1.008,0
Kepler-1078,Kepler-1078 b,1.57,0.04,1158.0,5708.0,0.85,0.954,0
Kepler-221,Kepler-221 c,2.75,0.0559,854.0,5280.0,0.751,0.72,0
Kepler-46,Kepler-46 b,8.83,0.1956,495.0,5149.0,0.93,0.882,0
Kepler-1464,Kepler-1464 b,1.5,0.1803,564.0,5638.0,0.928,0.773,0
Kepler-1239,Kepler-1239 b,2.07,0.0626,1192.0,6343.0,1.137,1.213,0
Kepler-347,Kepler-347 d,1.72,0.3893,430.0,6092.0,0.998,1.074,0
Kepler-85,Kepler-85 d,1.56,0.131,632.0,5666.0,0.84,0.941,0
Kepler-299,Kepler-299 e,1.64,0.223,520.0,5885.0,0.9,1.001,0
Kepler-994,Kepler-994 b,1.56,0.0175,936.0,3855.0,0.53,0.535,0
Kepler-278,Kepler-278 c,3.268,0.287,492.0,4965.0,2.861,1.227,0
Kepler-1206,Kepler-1206 b,1.64,0.0201,1315.0,4859.0,0.757,0.734,0
Kepler-1215,Kepler-1215 b,1.22,0.0528,1046.0,5629.0,0.937,0.864,0
Kepler-589,Kepler-589 c,1.1,0.0426,1099.0,5372.0,0.916,0.832,0
Kepler-1834,Kepler-1834 c,1.22,0.015,1541.0,4821.0,0.788,0.765,0
Kepler-307,Kepler-307 b,3.01,0.0917,797.0,5511.0,0.987,0.947,0
Kepler-356,Kepler-356 c,1.71,0.113,901.0,6310.0,1.19,1.13,0
Kepler-1917,Kepler-1917 b,1.47,0.1025,680.0,5534.0,0.796,0.862,0
Kepler-299,Kepler-299 b,1.22,0.0402,1241.0,5896.0,0.916,1.008,0
Kepler-1753,Kepler-1753 b,2.24,0.1179,583.0,5180.0,0.769,0.86,0
Kepler-1051,Kepler-1051 b,2.45,0.1792,795.0,6784.0,1.264,1.138,0
Kepler-651,Kepler-651 b,2.17,0.1409,574.0,5376.0,0.825,0.814,0
Kepler-526,Kepler-526 b,2.18,0.0632,1125.0,5716.0,1.259,1.126,0
Kepler-1399,Kepler-1399 b,1.29,0.0276,1610.0,6119.0,0.981,1.039,0
Kepler-218,Kepler-218 c,2.97,0.2451,502.0,5497.0,1.052,0.983,0
Kepler-1288,Kepler-1288 b,1.88,0.0435,2016.0,6381.0,2.232,1.436,0
K2-317,K2-317 b,2.93,0.0542,432.0,3387.0,0.379,0.403,0
Kepler-354,Kepler-354 c,1.33,0.115,508.0,4650.0,0.706,0.704,0
Kepler-207,Kepler-207 c,1.65,0.0437,1556.0,5918.0,1.555,1.181,0
Kepler-373,Kepler-373 c,1.15,0.1238,665.0,5783.0,0.842,0.904,0
Kepler-1859,Kepler-1859 b,1.23,0.039,1441.0,6180.0,1.09,1.08,0
Kepler-42,Kepler-42 b,0.92,0.01153,526.0,3203.0,0.16,0.14,0
Kepler-1785,Kepler-1785 b,2.2,0.144,675.0,6006.0,0.94,1.04,0
Kepler-1140,Kepler-1140 b,2.93,0.1478,500.0,4973.0,0.768,0.741,0
Kepler-1977,Kepler-1977 b,1.57,0.0488,811.0,4812.0,0.713,0.751,0
Kepler-1375,Kepler-1375 b,1.21,0.0445,1442.0,6277.0,1.207,1.073,0
Kepler-359,Kepler-359 d,30.34,0.3658,460.0,6210.0,1.033,1.093,0
Kepler-311,Kepler-311 d,2.05,0.7326,327.0,5903.0,1.156,0.974,0
Kepler-1652,Kepler-1652 b,1.12,0.1576,229.0,3482.0,0.35,0.359,1
Kepler-344,Kepler-344 b,2.64,0.1503,643.0,5774.0,0.958,0.937,0
Kepler-52,Kepler-52 d,1.8,0.1774,300.0,3898.0,0.54,0.56,1
Kepler-1993,Kepler-1993 b,4.05,0.1943,903.0,5159.0,3.062,1.373,0
Kepler-419,Kepler-419 b,11.65,0.371,613.0,6430.0,1.731,1.398,0
Kepler-1774,Kepler-1774 b,2.88,0.3096,522.0,6214.0,1.122,1.101,0
TOI-4515,TOI-4515 b,12.17,0.118,705.0,5433.0,0.86,0.949,0
Kepler-673,Kepler-673 b,5.5,0.045,1013.0,5482.0,0.79,0.895,0
Kepler-1510,Kepler-1510 b,2.97,0.3888,473.0,6286.0,1.132,1.087,0
Kepler-365,Kepler-365 c,1.6,0.1351,729.0,6014.0,1.021,1.037,0
K2-132,K2-132 b,12.206601,0.0916,1586.0,4878.0,4.11,1.19,0
Kepler-1004,Kepler-1004 b,7.09,0.0665,1662.0,4992.0,3.79,1.41,0
Kepler-1594,Kepler-1594 b,1.04,0.0391,1388.0,6191.0,1.01,1.074,0
Kepler-100,Kepler-100 c,2.28,0.11,946.0,5825.0,1.49,1.08,0
Kepler-1198,Kepler-1198 b,1.79,0.0766,941.0,5725.0,1.064,1.013,0
Kepler-1106,Kepler-1106 b,1.39,0.0229,1775.0,6231.0,0.955,1.025,0
Kepler-277,Kepler-277 c,3.36,0.214,728.0,5946.0,1.65,1.199,0
Kepler-900,Kepler-900 b,2.19,0.0679,720.0,4848.0,0.769,0.854,0
Kepler-639,Kepler-639 b,2.29,0.0966,957.0,5843.0,1.332,1.151,0
Kepler-1645,Kepler-1645 b,1.89,0.1285,754.0,5929.0,1.069,1.079,0
